Restaurant ID,Restaurant Name,City,Address,Zone,Average Cost for two,Price range,Aggregate rating,Rating color,Rating text,Votes,Cuisines,Has Online delivery,Is delivering now,
18382377,Chai Thela,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",Northern Zone,250,1,0,White,Not rated,1,"Fast Food, Bakery",No,No,
18383444,Costa Coffee,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",Northern Zone,600,2,0,White,Not rated,0,"North Indian, Fast Food, Afghani",No,No,
18416753,Dolce Gelato,Noida,"2nd Floor, Logix City Center Mall, Sector 32, Near Sector 34, Noida",Northern Zone,300,1,0,White,Not rated,0,Fast Food,No,No,
18441551,Joost Juice Bar,Noida,"Lowe Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",Northern Zone,300,1,0,White,Not rated,1,"Raw Meats, North Indian, Fast Food",No,No,
18383481,Juice Lounge,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",Northern Zone,300,1,0,White,Not rated,1,"Raw Meats, North Indian, Fast Food",No,No,
18440406,Kings Kulfi,Noida,"Food Court, Logix City Centre, Sector 32, Near, Sector 34, Noida",Northern Zone,300,1,0,White,Not rated,1,North Indian,No,No,
18381647,Kwality Wall's Swirl's,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida",Northern Zone,200,1,0,White,Not rated,0,North Indian,No,No,
18440416,Mx Corn,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",Northern Zone,100,1,0,White,Not rated,0,Fast Food,No,No,
18371430,The Gaming Vegas,Noida,"301, The Gaming Vegas, Logix City Center, Sector 32, Near Sector 34, Noida",Northern Zone,400,1,0,White,Not rated,0,"Burger, Fast Food",No,No,
18383490,Chicago Pizza,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",Northern Zone,600,2,2.3,Red,Poor,8,North Indian,No,No,
18273632,Mr. Sub,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida",Northern Zone,400,1,2.3,Red,Poor,27,Street Food,No,No,
18382345,Kwality Wall's Swirl's,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",Northern Zone,200,1,0,White,Not rated,0,North Indian,No,No,
18382347,My Corn,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",Northern Zone,100,1,0,White,Not rated,0,"Beverages, Ice Cream",No,No,
3226,Flluid - Mosaic Hotels,Noida,"Mosaic Hotels, C-1, Sector 18, Noida",Northern Zone,2200,4,3.2,Orange,Average,135,Street Food,No,No,
4627,Latitude - Mosaic Hotels,Noida,"Mosaic Hotels, C-1, Sector 18, Noida",Northern Zone,1700,3,3.3,Orange,Average,61,"South Indian, Chinese",No,No,
312278,Baker's Zone,Noida,"MSX Mall, Site 4, Greater Noida, Noida",Northern Zone,200,1,2.9,Orange,Average,9,"South Indian, Chinese",No,No,
18364351,Chakna,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida",Northern Zone,450,1,2.7,Orange,Average,5,"North Indian, Mughlai",No,No,
18373737,Get Set Go,Noida,"2nd Floor, MSX Mall, Swarn Nagari, Greater Noida, Noida",Northern Zone,800,2,3.1,Orange,Average,5,Street Food,No,No,
18124366,Sip & Snacks,Noida,"MSX Mall, Greater Noida, Noida",Northern Zone,550,2,3.2,Orange,Average,6,"North Indian, Fast Food, Mughlai",Yes,No,
18254400,The Anna,Noida,"Shop 135, MSX Mall, Surajpur Site IV, Delhi NCR, Greater Noida, Noida",Northern Zone,400,1,2.8,Orange,Average,19,North Indian,No,No,
309545,Kathi Junction,Noida,"Shop 132, Ground Floor, MSX Mall, Greater Noida, Noida",Northern Zone,400,1,3.5,Yellow,Good,83,"Ice Cream, Beverages",No,No,
310067,Golden Chaat,Noida,"Ground Floor, MSX Mall, Greater Noida, Noida",Northern Zone,100,1,0,White,Not rated,2,"Mithai, Street Food",No,No,
18430587,Malt n Brew,Noida,"Park Ascent, Plot 126, Noida Khoda Road, Opposite IIM Lucknow Noida Campus, Sector 62, Noida",Northern Zone,2000,4,0,White,Not rated,0,"Bakery, Mithai",No,No,
6033,Cakewalk - Park Plaza,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida",Northern Zone,500,2,3.4,Orange,Average,25,Pizza,No,No,
6036,New Town Lounge - Park Plaza,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida",Northern Zone,2000,4,3.2,Orange,Average,32,"Desserts, Ice Cream, Fast Food",No,No,
1669,New Town Cafe - Park Plaza,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida",Northern Zone,2800,4,4.1,Green,Very Good,228,Fast Food,No,No,
3924,S-18 - Radisson Blu,Noida,"Radisson Blu Hotel, L-2, Sector 18, Noida",Northern Zone,3200,4,3.5,Yellow,Good,218,"Ice Cream, Desserts",No,No,
18383511,Foodicious,Noida,"B 33/ K 1C, Sector 1, Noida",Northern Zone,300,1,0,White,Not rated,0,"Mithai, Street Food",No,No,
18245267,Rasoi Dil Se,Noida,"B-40/B-3, Near Canara Bank, Sector 1, Noida",Northern Zone,400,1,0,White,Not rated,2,North Indian,No,No,
304496,Chip Chap Shahi Corner,Noida,"C-117, Near Kohli Dharam Kanta, Sector 10, Noida",Northern Zone,200,1,2.9,Orange,Average,12,"Healthy Food, Juices",No,No,
308670,Mother's Kitchen,Noida,"D 205, Sector 10, Noida",Northern Zone,100,1,2.9,Orange,Average,6,Chinese,No,No,
18462632,Food Express,Noida,"C-94, Sector 10, Noida",Northern Zone,500,2,0,White,Not rated,2,"South Indian, Fast Food, Chinese",No,No,
18322648,Lemonier,Noida,"B-109, 2nd Floor, Sector 10, Noida",Northern Zone,200,1,0,White,Not rated,0,North Indian,No,No,
18356045,Punjabi Zaika,Noida,"B-2, Sector 10, Noida",Northern Zone,200,1,0,White,Not rated,0,Chinese,No,No,
18126101,Robins Sweets & Restaurant,Noida,"C-136, Gautam Budh Nagar, Sector 10, Noida",Northern Zone,350,1,0,White,Not rated,1,North Indian,No,No,
18273622,TBH „¢¤ To Be Healthy,Noida,"C-225, Sector 10, Noida",Northern Zone,500,2,4,Green,Very Good,76,"North Indian, Chinese",No,No,
5742,Mehfill,Noida,"1 & 4, L Block Market, Behind Metro Hospital, Sector 11, Noida",Northern Zone,600,2,2.7,Orange,Average,90,Fast Food,No,No,
311186,Punjabi Pakwaan,Noida,"Shop 39 & 40, L-93-A, Sector 11, Noida",Northern Zone,800,2,3.3,Orange,Average,34,North Indian,No,No,
2331,Santushti,Noida,"21, L Block Market, Behind Metro Hospital, Sector 11, Noida",Northern Zone,300,1,2.6,Orange,Average,70,"North Indian, Chinese, Mughlai",No,No,
2329,Uncle's,Noida,"S-17 &18, L Block Market, Sector 11, Noida",Northern Zone,600,2,3.4,Orange,Average,190,North Indian,No,No,
18382363,Cafe Limelight,Noida,"T 36, Shop 6, Near Power House, Sector 11, Noida",Northern Zone,900,2,3.7,Yellow,Good,38,Chinese,No,No,
18456760,Rendezvous Adda,Noida,"Shop H 17-27,  Near Sahara India LTD, Sector 11, Noida",Northern Zone,400,1,0,White,Not rated,0,"Desserts, Beverages",No,No,
18435292,Wow Noodle,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Northern Zone,550,2,0,White,Not rated,0,Street Food,No,No,
18435286,Wraps Cafe,Noida,"L Block Market, Behind Metro Hospital, Sector 11, Noida",Northern Zone,400,1,0,White,Not rated,2,Fast Food,No,No,
18243997,Alley's Urbane Cafe,Noida,"Main Road, Opposite Pathways Noida, Near PNB, Sector 104, Near Sector 110, Noida",Northern Zone,400,1,3.2,Orange,Average,33,Bakery,No,No,
18268352,Backstreet Kitchen,Noida,"12-A, Near Community Centre, Sector 104, Near, Sector 110, Noida",Northern Zone,500,2,3.4,Orange,Average,33,South Indian,No,No,
18463699,Berco's,Noida,"104, Hazipur, Sector 104, Near Sector 110, Noida",Northern Zone,1100,3,3.1,Orange,Average,9,Street Food,No,No,
18376508,Breaktym,Noida,"Near Lotus Boulevrd, Gate 4, Sector 100, Near Sector 110, Noida",Northern Zone,400,1,2.6,Orange,Average,11,North Indian,Yes,No,
18146402,Chawla's 2,Noida,"A-2/17, Main Market, Opposite Kendriya Vihar, Sector 110, Noida",Northern Zone,1400,3,2.5,Orange,Average,12,Fast Food,No,No,
18216904,Chicken Kraft,Noida,"Shop 39-A, Behind HDFC Bank, Sector 110, Noida",Northern Zone,400,1,2.9,Orange,Average,4,"North Indian, Fast Food",No,No,
5634,Chinese By Nature,Noida,"GDA Market, Near HDFC Bank",Northern Zone,400,1,2.9,Orange,Average,19,North Indian,No,No,
4541,DV's Chinese Kitchen,Noida,"Near ICICI Bank, GB Nagar, Sector 110, Noida",Northern Zone,300,1,2.8,Orange,Average,10,North Indian,No,No,
8226,Evergreen Sweets,Noida,"A-2/27, Opposite Kendriya Vihar, Sector 110, Noida",Northern Zone,200,1,2.6,Orange,Average,16,"Street Food, Mithai",No,No,
18254527,Green Chick Chop,Noida,"Shop 32, Block A-2",Northern Zone,350,1,2.9,Orange,Average,7,"North Indian, Mughlai, Chinese, Bakery",No,No,
18409725,Hyderabad Delights,Noida,"Shop 12, Opposite Yatharth Hospital, Gejha Road, Sector 110, Noida",Northern Zone,400,1,3.3,Orange,Average,13,Kashmiri,No,No,
310208,Kabab And Tadka,Noida,"Opposite Pathways School, Main Road, Sector 104, Near Sector 110, Noida",Northern Zone,600,2,2.5,Orange,Average,36,"Chinese, Fast Food, North Indian",Yes,No,
8228,Kanha Bhog,Noida,"A-2/33, Sector 110, Noida",Northern Zone,150,1,2.6,Orange,Average,26,Cafe,Yes,No,
8236,Mezbaan Jaika Restaurant,Noida,"25, Opposite Kendriya Vihar, Sector 110, Noida",Northern Zone,500,2,2.7,Orange,Average,18,"Tibetan, Chinese",Yes,No,
18415343,Pind Balluchi,Noida,"K Shri Plaza, Main Road Hazipur Village, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Northern Zone,1000,3,2.6,Orange,Average,26,"Pizza, Fast Food",No,No,
18133476,Red Capsicum,Noida,"B-7, Sector 110, Noida",Northern Zone,500,2,2.6,Orange,Average,25,"Mithai, North Indian, South Indian",No,No,
18381224,Singh Foods,Noida,"Opposite Pathway School, Sector 110, Noida",Northern Zone,700,2,3.2,Orange,Average,7,Beverages,No,No,
18440751,Sparrows At Home Bakery & Cafe,Noida,"First Floor, KM-01, Sector 104, Sector 110, Noida",Northern Zone,500,2,3.3,Orange,Average,13,American,Yes,No,
306560,The New Koyla Kitchen,Noida,"162-A, Sector 110, Noida",Northern Zone,600,2,2.7,Orange,Average,36,Fast Food,Yes,No,
18371428,They”_?”®¢,Noida,"A2/11, First Floor, Sector 110 Main Market, Sector 110, Noida",Northern Zone,800,2,3.4,Orange,Average,13,Mithai,No,No,
18372251,Your Spicy Kitchen,Noida,"Shop 10, Vivek Vihar, Sector-82, Near, Sector 110, Noida",Northern Zone,800,2,3.1,Orange,Average,8,North Indian,No,No,
312369,Yumm Biryani,Noida,"Shop 18, Ashirwad Complex, Sector 104, Near Sector 110",Northern Zone,550,2,3.2,Orange,Average,27,"North Indian, Chinese, Fast Food",Yes,No,
307014,Aureo Dine & Bake House,Noida,"Shop 9, Block A-3, Sector 110, Noida",Northern Zone,1000,3,3.5,Yellow,Good,367,North Indian,No,No,
18332064,Being Truckers,Noida,"Opposite Lotus Panache, Sector 110, Noida",Northern Zone,550,2,3.8,Yellow,Good,99,"Burger, Fast Food",Yes,No,
18216939,China Leaf,Noida,"Shop 17, Ashirwad Complex, Sector 104, Near, Sector 110, Noida",Northern Zone,650,2,3.7,Yellow,Good,115,"Fast Food, Chinese",No,No,
18378014,Mera Vala Dabba,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Northern Zone,400,1,3.6,Yellow,Good,18,"Fast Food, Chinese",No,No,
18157400,Moti Mahal Delux- Legendary Culinary,Noida,"12-A, Ashirwad Shopping Complex, Sector 104, Near Sector 110, Noida",Northern Zone,900,2,3.6,Yellow,Good,72,North Indian,Yes,No,
18057810,Noshh,Noida,"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104 , Noida",Northern Zone,850,2,3.6,Yellow,Good,56,"Pizza, Fast Food",No,No,
18252385,Tadqa Tandoor Express,Noida,"Ground Floor, Main Road, Yadhuvanshi Tower, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Northern Zone,750,2,3.6,Yellow,Good,108,"Fast Food, Chinese, Bakery",No,No,
18421504,The Kebab Company,Noida,"Shop 17, Phool Singh Complex, Opposite Pathway School, Sector 104, Near Sector 110, Noida",Northern Zone,400,1,3.5,Yellow,Good,21,Fast Food,No,No,
18310503,Affamato,Noida,"Shop 6, Sunshine Helios, Sector 78, Near, Sector 110, Noida",Northern Zone,400,1,0,White,Not rated,0,"North Indian, South Indian, Chinese, Fast Food",No,No,
18424173,Ahmed's,Noida,"Main Market, Near ICICI Bank, Sector 110, Noida",Northern Zone,200,1,0,White,Not rated,0,"Street Food, Chinese, Mithai",No,No,
18233621,Caff¡? La Poya,Noida,"7, Ashirwad Complex, Sector 104, Near Sector 110, Noida",Northern Zone,600,2,0,White,Not rated,0,"North Indian, Fast Food",No,No,
18432230,Chaskaa Restaurant,Noida,"Sector 108, Near Sector 110, Noida",Northern Zone,400,1,0,White,Not rated,1,"Chinese, North Indian, Fast Food",No,No,
18409212,Chawla's 2,Noida,"C-3/18, Main Market, Sector 104, Near Sector 110, Noida",Northern Zone,700,2,0,White,Not rated,1,Bakery,No,No,
18219528,Chination,Noida,"Sector 110, Noida",Northern Zone,700,2,0,White,Not rated,3,North Indian,No,No,
18380150,Essen Foods,Noida,"Shop 20, Ashirwad Complex, Opposite PathwaySchool, Sector 104, Near Sector 110, Noida",Northern Zone,500,2,0,White,Not rated,0,"Bakery, Fast Food",Yes,No,
18355013,Haochi,Noida,"Shop 1 & 2, Lower Ground Floor, Hyde Park, Commercial Complex, Sector 78, Near Sector 110, Noida",Northern Zone,600,2,0,White,Not rated,1,"Bakery, Street Food",Yes,No,
18348609,Lassilo,Noida,"D 51, Sector 105, Near Sector 110, Noida",Northern Zone,200,1,0,White,Not rated,0,"North Indian, Chinese",Yes,No,
18424175,Mittal Bikaneri Sweets,Noida,"A 2/22, Main Market, Sector 110, Noida",Northern Zone,100,1,0,White,Not rated,0,North Indian,No,No,
313415,Royale Bakers,Noida,"Opposite Pathway School, Sector 104, Near Sector 110, Noida",Northern Zone,350,1,0,White,Not rated,0,"Beverages, Fast Food",No,No,
18460286,RV's Family Restaurant,Noida,"Near Salarpur Police Chowki, Main Dadri Road, Salarpur Bhangel, Sector 107, Near Sector 110, Noida",Northern Zone,500,2,0,White,Not rated,0,"Fast Food, Bakery",No,No,
310762,The Cake Shop,Noida,"Shop A-79, Opposite Kotak Mahindra Bank, Sector 110, Noida",Northern Zone,250,1,0,White,Not rated,2,Street Food,No,No,
18208893,Top Food,Noida,"Plot K, Near Watertank, NSEZ, Phase 2,  Near Sector 110, Noida",Northern Zone,300,1,0,White,Not rated,3,Street Food,No,No,
18478981,Uncle's Corner,Noida,"Shop F5, ATS One Hamlet, Sector 104, Sector 110, Noida",Northern Zone,400,1,0,White,Not rated,1,"Fast Food, South Indian, Chinese, Mithai",No,No,
18410832,Urban Express,Noida,"Shop 9, Near Yatharth Wellness Hospital, Gejha Road, Sector 110, Noida",Northern Zone,400,1,0,White,Not rated,0,North Indian,No,No,
18303715,Viddya Chinese Fast Food,Noida,"ATS Lotus Apartment, GB Nagar Sector 110, Sector 110, Noida",Northern Zone,300,1,0,White,Not rated,0,"North Indian, South Indian, Chinese, Street Food",No,No,
4480,Domino's Pizza,Noida,"10, Block A-3, Sector 110, Noida",Northern Zone,700,2,2.1,Red,Poor,84,"North Indian, Chinese, South Indian",No,No,
3764,Kamboj's,Noida,"Shop 1, Near Rama Banquet Hall",Northern Zone,800,2,2.4,Red,Poor,76,"Ice Cream, Desserts, Fast Food",No,No,
304636,Pizza Hut Delivery,Noida,"Shop A-4, Block A-3, Main Market, Sector 110, Noida",Northern Zone,800,2,2.3,Red,Poor,94,"Chinese, South Indian, North Indian",Yes,No,
307340,Subway,Noida,"Plot 7, Block A3, Shramik Kunj, Sector 110, Noida",Northern Zone,500,2,2.4,Red,Poor,51,North Indian,No,No,
8237,The Cake Expert's,Noida,"11, Block A-2, Sector 110, Noida",Northern Zone,250,1,2.4,Red,Poor,63,"North Indian, Chinese",Yes,No,
18268724,The Saffron Boutique,Noida,"26 & 27 Ashirwaad Complex, Sector 104, Near, Sector 110, Noida",Northern Zone,800,2,4,Green,Very Good,175,Street Food,No,No,
312463,Aggarwal Kachori Wale,Noida,"Shop 26, X Block, Near Metro Hospital, Sector 12, Noida",Northern Zone,100,1,3,Orange,Average,9,"Mithai, Street Food, North Indian",No,No,
309318,Bakes & Cakes,Noida,"Royal Paradise Hotel, Shop 3 & 4, Y 349C, Near Sabzi Mandi, Sector 12, Noida",Northern Zone,250,1,3,Orange,Average,5,"Bakery, Fast Food",No,No,
302518,Burger's Kitchen,Noida,"Behind Metro Hospital, X Block Market, Sector 12, Noida",Northern Zone,350,1,2.8,Orange,Average,31,"Chinese, North Indian, Fast Food",Yes,No,
8072,Jhatpat Khana,Noida,"Y-372, Near City Hospital, Sector 12, Noida",Northern Zone,400,1,3,Orange,Average,7,Desserts,No,No,
5755,Mahi Rasoi,Noida,"5, Block X-1A, Above Axis Bank, Sector 12, Noida",Northern Zone,500,2,2.6,Orange,Average,34,"Pizza, Fast Food",Yes,No,
18486840,Night Safari Cafe,Noida,"N-199, First Floor, Sector 12, Noida",Northern Zone,300,1,3,Orange,Average,4,"Chinese, Fast Food",No,No,
8074,Saheb's Restaurant,Noida,"3, I-25, Sector 12, Noida",Northern Zone,550,2,2.7,Orange,Average,26,"Raw Meats, Fast Food",No,No,
307888,Scrummy Bites,Noida,"Shop 6, N Block, Sector 12, Noida",Northern Zone,350,1,3.1,Orange,Average,30,"Street Food, Chinese",No,No,
834,Berco's,Noida,"O-1, Sector 12, Noida",Northern Zone,1100,3,3.7,Yellow,Good,1182,Fast Food,Yes,No,
18382337,Cream Bell Scoopers,Noida,"Shop 3, I 25, Near Metro Hospital, Sector 12, Noida",Northern Zone,200,1,0,White,Not rated,2,Street Food,No,No,
18433542,Mayur Kitchen,Noida,"Shop 100, Sabzi Mandi, Sector 12, Noida",Northern Zone,500,2,0,White,Not rated,0,"North Indian, Mughlai",No,No,
18382335,Raghav Ki Rasoi,Noida,"Z 148, Main Road, Sector 12, Noida",Northern Zone,350,1,0,White,Not rated,0,North Indian,No,No,
18264985,Red Chilli,Noida,"H-Block Market, Near Shiv Mandir, Sector 12, Noida",Northern Zone,500,2,0,White,Not rated,1,South Indian,No,No,
18265692,Riyaz Biryani Corner,Noida,"29, Block X, 1A, Sector 12 Market, Sector 12, Noida",Northern Zone,200,1,0,White,Not rated,1,Chinese,No,No,
304937,Standard Sweets & Confectioners,Noida,"Shop P 38/7, Sector 12, Noida",Northern Zone,150,1,0,White,Not rated,3,Fast Food,No,No,
18489849,Standard Sweets,Noida,"Shop 6,7, Y-349, Sector 12, Noida",Northern Zone,150,1,0,White,Not rated,1,North Indian,No,No,
18485826,Sushma Homemade Tiffin,Noida,"Z Block, Sector 12, Noida",Northern Zone,200,1,0,White,Not rated,0,"Fast Food, Chinese",No,No,
18489806,The Tasty Corner,Noida,"C-block, Shop 31, Sector 12, Noida",Northern Zone,300,1,0,White,Not rated,0,"North Indian, Chinese",Yes,No,
18381674,The Zaika King,Noida,"Shop X-1 A, 17, Behind Metro Hospital, Sector 12, Noida",Northern Zone,600,2,0,White,Not rated,3,"Desserts, Street Food",No,No,
18441772,Tiffinhunt,Noida,"N-198, Sector 12, Noida",Northern Zone,200,1,0,White,Not rated,1,"Mughlai, North Indian",Yes,No,
18390891,Top Burger,Noida,"Shop 3N4, Block Y, Sector 12, Noida",Northern Zone,200,1,0,White,Not rated,1,Chinese,No,No,
8061,Aggarwal Sweet Shop,Noida,"8, Royal Paradise Shopping Complex, Y 349C, Near Sabzi Mandi, Sector 12, Noida",Northern Zone,150,1,2.3,Red,Poor,15,"North Indian, Chinese",No,No,
308623,Hungry - I,Noida,"KO-12, Ground Floor, Near Amity University, Sector 126, Near Sector 125, Noida",Northern Zone,450,1,2.6,Orange,Average,26,"North Indian, Chinese",No,No,
311013,Oh Buoy,Noida,"Plot E-94, Near HCL Office, Sector 125, Noida",Northern Zone,550,2,3.4,Orange,Average,55,North Indian,Yes,No,
18368015,Caffeinated,Noida,"Near Amity University, Sector 125, Noida",Northern Zone,200,1,3.9,Yellow,Good,64,Cafe,No,No,
18273942,Sam and Scrooge,Noida,"F-7, Gopalji Mart, Near Jaypee Hospital, Sector 128, Near Sector 125, Noida",Northern Zone,550,2,3.9,Yellow,Good,132,"Fast Food, Chinese",No,No,
18034079,Tpot,Noida,"A-14, Eco Towers, Sector 125, Noida",Northern Zone,400,1,3.6,Yellow,Good,20,"North Indian, Chinese, Mughlai",No,No,
18440413,Hunger's Hub,Noida,"Opposite HCL, Near Amity University, Sector 125, Noida",Northern Zone,200,1,0,White,Not rated,0,"Pizza, Fast Food",No,No,
18427230,Modi's Baker's Zone,Noida,"Plot 3 A, Sector 126, Nea, Sector 125, Noida",Northern Zone,400,1,0,White,Not rated,0,Lebanese,No,No,
18440415,The Flip On Wheel,Noida,"Near Amity University, Sector 125, Noida",Northern Zone,400,1,0,White,Not rated,1,Beverages,No,No,
18446387,Big Biryani,Noida,"Opposite HCL, Sector 127, Noida",Northern Zone,300,1,0,White,Not rated,1,South Indian,No,No,
18340903,Aroma,Noida,"Shop 2, Paras Tierea, Sector 137, Near Sector 132, Noida",Northern Zone,300,1,3,Orange,Average,4,Chinese,No,No,
18275760,Bawarchi,Noida,"Sector 134, Near Sector 132, Noida",Northern Zone,450,1,2.9,Orange,Average,5,"Mughlai, North Indian",No,No,
18357548,Book Food Kitchen,Noida,"Shop 4, Exotica Fresco, Sector 137, Near Sector 132, Noida",Northern Zone,400,1,3.1,Orange,Average,19,"Desserts, Ice Cream",Yes,No,
18381249,Breaktym,Noida,"Opposite Gulshan Vivante Entry Gate, Sector 137, Near Sector 132, Noida",Northern Zone,400,1,2.5,Orange,Average,6,North Indian,No,No,
18307266,Chaska By Taste,Noida,"Village Shadra Bansal Market, Near Pass Taira, Sector 132, Noida",Northern Zone,600,2,2.9,Orange,Average,4,"North Indian, Chinese, Fast Food",Yes,No,
18112492,Domino's Pizza,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Northern Zone,700,2,2.5,Orange,Average,27,Fast Food,No,No,
18445768,Grill King,Noida,"Shop 2, Pavilion Arcade, Jaypee Wish Town. Sector 128, Near, Sector 132, Noida",Northern Zone,400,1,3,Orange,Average,4,"American, Fast Food, Salad, Healthy Food",Yes,No,
18393840,Moti Mahal Deluxe Advant,Noida,"Advant Towers, Sector 142, Near Sector 132, Noida",Northern Zone,1400,3,2.8,Orange,Average,7,"North Indian, Mughlai",Yes,No,
18276998,Rolling Beans,Noida,"Near Genpact & Unitech Infospace, Sector 135, Near Sector 132, Noida",Northern Zone,200,1,2.8,Orange,Average,9,"Mughlai, North Indian",No,No,
300988,RollsKing,Noida,"Opposite MetLife Building, Sector 135, Near Sector 132, Noida",Northern Zone,400,1,3.2,Orange,Average,19,"North Indian, Mughlai",Yes,No,
18292443,SnacksWale.com,Noida,"Shop 16, Ground Floor, Paras Tiera, Sector 137, Near Sector 132, Noida",Northern Zone,400,1,2.8,Orange,Average,8,"Fast Food, Burger",Yes,No,
18204456,Subway,Noida,"Ground Floor, Tower 2, Plot 7, Advant IT Park, Expressway, Sector 142, Near, Sector 132, Noida",Northern Zone,500,2,2.6,Orange,Average,13,Cafe,Yes,No,
18138418,Super Cake Shop,Noida,"Near Jaypee Hospital, Sector 132, Noida",Northern Zone,300,1,2.9,Orange,Average,6,"Tibetan, Chinese",No,No,
18441561,Aureo Dine & Bake House,Noida,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Northern Zone,300,1,0,White,Not rated,3,Fast Food,No,No,
18245275,B Bawarchi Restaurant,Noida,"Shop 2-3, Opposite Jaypee Cosmos, Near Adobe, Sector 134, Near Sector 132, Noida",Northern Zone,600,2,0,White,Not rated,2,"North Indian, Mughlai",Yes,No,
18469933,Brajwasi,Noida,"Shop 4, Chauhan Market, Behind Advant Navis Business Park, Sector 141, Near Sector 132, Noida",Northern Zone,500,2,0,White,Not rated,0,"North Indian, Mughlai",Yes,No,
18358190,Cafe Coffee Day,Noida,"Unitech Infospace, Sector 135, Near Sector 132, Noida",Northern Zone,450,1,0,White,Not rated,3,"Italian, Pizza, Fast Food",Yes,No,
18441663,Cafe Coffee Day,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Northern Zone,450,1,0,White,Not rated,0,"Chinese, Seafood, Japanese",No,No,
18489823,Cafe Lounge,Noida,"Eco Suites By Hyphen, GH 03, Adjacent Supertech Ecociti, Sector 137, Near Sector 132, Noida",Northern Zone,350,1,0,White,Not rated,0,Chinese,Yes,No,
18489827,Cafe Treat,Noida,"Eco Suites By Hyphen, GH 03, Adjacent Supertech Ecociti, Sector 137, Near Sector 132, Noida",Northern Zone,450,1,0,White,Not rated,0,Chinese,Yes,No,
18371413,Casa Bake,Noida,"Shop 11, UG, Supertech Ecociti, Sector 137, Near, Sector 132, Noida",Northern Zone,700,2,0,White,Not rated,2,"Fast Food, North Indian, Desserts, Ice Cream",Yes,No,
18441563,China Town,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Northern Zone,300,1,0,White,Not rated,0,"South Indian, North Indian",Yes,No,
18358662,Costa Coffee,Noida,"Jaypee Hospital, Wish Town, Gautam Buddha Nagar, Sector 128, Near Sector 132, Noida",Northern Zone,600,2,0,White,Not rated,0,"Continental, Seafood, North Indian",No,No,
18277008,Delhi Foods,Noida,"F-3, 1st Floor, G Mart, Near Jaypee Hospital, Sector 128, Near Sector 132, Noida",Northern Zone,200,1,0,White,Not rated,0,"Bakery, Desserts, Fast Food",Yes,No,
18399250,Deli Chic,Noida,"Shop 11, Lower Ground Floor, Paramount Florence Plaza, Sector 137, Near Sector 132, Noida",Northern Zone,400,1,0,White,Not rated,2,"Chinese, Thai, Fast Food",Yes,No,
18449300,Delicacies,Noida,"Paramount Floraville, Sector 137, Near, Sector 132, Noida",Northern Zone,500,2,0,White,Not rated,1,"Burger, American, Fast Food",Yes,No,
18454471,Kanha Ji Sweets & Restaurant,Noida,"Shop 17, Chauhan Market, Sector 141, Near Sector 132, Noida",Northern Zone,200,1,0,White,Not rated,1,"Chinese, Thai",Yes,No,
18273973,Little China,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Northern Zone,250,1,0,White,Not rated,1,"American, Fast Food",Yes,No,
18375406,Lola's Cafe,Noida,"Paras Tiera, Sector 137, Near Sector 132, Noida",Northern Zone,350,1,0,White,Not rated,1,"Continental, Italian, North Indian, Chinese, Lebanese",Yes,No,
18384109,Madras Coffee House,Noida,"Ground Floor, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Northern Zone,100,1,0,White,Not rated,1,"Chinese, Italian, North Indian",Yes,No,
18441569,Moju Juice Bar,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Northern Zone,200,1,0,White,Not rated,0,"Chinese, Thai",Yes,No,
18254543,Peniel Restaurant,Noida,"Near Jaypee Hospital, Sector 132, Noida",Northern Zone,200,1,0,White,Not rated,3,"Mughlai, North Indian",Yes,No,
